txn_id,source,razorpay_payment_id,order_id,txn_amount,payment_method,created_at,day_of_week,is_weekend_or_holiday,merchant_category,had_dispute_flag,had_refund,refund_amount,gst_on_fee_flag,fee_amount,fee_amount_pending,tax_on_fee,fee_pct,days_to_settle,deduction_pct,settled_at,status,true_tax_category
TXN00967,synthetic,,order_synth_967,6032.2,upi,2025-06-15T19:32:12,6,True,saas,False,False,0.0,True,13.66,False,2.46,0.0023,3,0.0027,2025-06-19T02:32:12,settled,gst_on_fee
TXN02208,synthetic,,order_synth_2208,550.29,card,2025-06-15T22:36:54,6,True,food_delivery,False,False,0.0,True,11.97,False,2.15,0.0218,5,0.0257,2025-06-21T00:36:54,settled,gst_on_fee
TXN00919,synthetic,,order_synth_919,21727.55,upi,2025-06-15T22:51:35,6,True,retail,False,False,0.0,True,73.81,False,13.29,0.0034,3,0.004,2025-06-18T22:51:35,settled,gst_on_fee
TXN01031,synthetic,,order_synth_1031,11219.72,wallet,2025-06-15T23:34:18,6,True,food_delivery,False,False,0.0,True,141.62,False,25.49,0.0126,1,0.0149,2025-06-17T00:34:18,settled,gst_on_fee
TXN01284,synthetic,,order_synth_1284,9832.94,upi,2025-06-16T00:34:40,0,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-17T19:34:40,settled,taxable_sale
TXN00335,synthetic,,order_synth_335,13910.94,upi,2025-06-16T00:59:28,0,False,food_delivery,False,True,3633.17,True,3.91,False,0.7,0.0003,1,0.2615,2025-06-17T20:59:28,refunded,refund_credit_note
TXN00977,synthetic,,order_synth_977,24526.18,upi,2025-06-16T00:59:33,0,False,retail,False,False,0.0,True,9.7,False,1.75,0.0004,1,0.0005,2025-06-17T14:59:33,settled,gst_on_fee
TXN02122,synthetic,,order_synth_2122,8864.6,upi,2025-06-16T01:36:13,0,False,saas,False,False,0.0,True,17.78,False,3.2,0.002,0,0.0024,2025-06-16T11:36:13,settled,gst_on_fee
TXN00992,synthetic,,order_synth_992,14612.09,card,2025-06-16T03:05:12,0,False,food_delivery,False,False,0.0,True,370.26,False,66.65,0.0253,3,0.0299,2025-06-19T13:05:12,settled,gst_on_fee
TXN01079,synthetic,,order_synth_1079,21568.01,upi,2025-06-16T03:08:01,0,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-17T05:08:01,settled,taxable_sale
TXN00252,synthetic,,order_synth_252,16725.35,upi,2025-06-16T05:08:15,0,False,food_delivery,False,False,0.0,False,30.65,False,0.0,0.0018,1,0.0018,2025-06-17T16:08:15,settled,exempt
TXN01306,synthetic,,order_synth_1306,12672.1,card,2025-06-16T05:11:27,0,False,saas,False,False,0.0,True,242.59,False,43.67,0.0191,3,0.0226,2025-06-19T07:11:27,settled,gst_on_fee
TXN00784,synthetic,,order_synth_784,1529.0,card,2025-06-16T05:15:48,0,False,ecommerce,False,False,0.0,True,31.02,False,5.58,0.0203,3,0.0239,2025-06-19T07:15:48,settled,gst_on_fee
TXN00945,synthetic,,order_synth_945,12164.21,upi,2025-06-16T05:33:49,0,False,ecommerce,False,False,0.0,True,0.0,True,0.0,0.0,1,0.0,2025-06-17T21:33:49,settled,taxable_sale
TXN00173,synthetic,,order_synth_173,23481.57,netbanking,2025-06-16T06:10:50,0,False,retail,False,False,0.0,True,520.11,False,93.62,0.0221,2,0.0261,2025-06-18T10:10:50,settled,gst_on_fee
TXN00614,synthetic,,order_synth_614,803.08,upi,2025-06-16T06:19:56,0,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,0,0.0,2025-06-16T16:19:56,settled,taxable_sale
TXN01745,synthetic,,order_synth_1745,2342.63,card,2025-06-16T07:58:30,0,False,saas,False,False,0.0,True,52.22,False,9.4,0.0223,1,0.0263,2025-06-17T09:58:30,settled,gst_on_fee
TXN01466,synthetic,,order_synth_1466,7026.96,upi,2025-06-16T08:26:41,0,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-18T01:26:41,settled,taxable_sale
TXN00210,synthetic,,order_synth_210,793.11,card,2025-06-16T09:06:31,0,False,retail,False,False,0.0,True,17.81,False,3.21,0.0225,2,0.0265,2025-06-19T03:06:31,settled,gst_on_fee
TXN01554,synthetic,,order_synth_1554,16995.18,upi,2025-06-16T09:44:18,0,False,food_delivery,False,False,0.0,True,75.57,False,13.6,0.0044,1,0.0052,2025-06-17T19:44:18,settled,gst_on_fee
TXN00405,synthetic,,order_synth_405,19184.79,upi,2025-06-16T12:25:44,0,False,travel,False,False,0.0,True,17.65,False,3.18,0.0009,1,0.0011,2025-06-17T19:25:44,settled,gst_on_fee
TXN00712,synthetic,,order_synth_712,19464.18,upi,2025-06-16T12:53:02,0,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-17T18:53:02,settled,taxable_sale
TXN00128,synthetic,,order_synth_128,3211.64,card,2025-06-16T13:10:47,0,False,retail,False,False,0.0,True,73.68,False,13.26,0.0229,2,0.0271,2025-06-19T01:10:47,settled,gst_on_fee
TXN00940,synthetic,,order_synth_940,6267.58,upi,2025-06-16T14:39:32,0,False,retail,False,False,0.0,True,1.43,False,0.26,0.0002,0,0.0003,2025-06-16T20:39:32,settled,gst_on_fee
TXN00703,synthetic,,order_synth_703,10588.04,upi,2025-06-16T14:44:54,0,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,0,0.0,2025-06-16T19:44:54,settled,taxable_sale
TXN01781,synthetic,,order_synth_1781,4693.94,card,2025-06-16T17:25:45,0,False,retail,False,False,0.0,True,90.04,False,16.21,0.0192,1,0.0226,2025-06-18T12:25:45,settled,gst_on_fee
TXN00144,synthetic,,order_synth_144,14085.06,netbanking,2025-06-16T18:17:10,0,False,food_delivery,False,False,0.0,True,229.97,False,41.39,0.0163,2,0.0193,2025-06-19T13:17:10,settled,gst_on_fee
TXN00577,synthetic,,order_synth_577,9043.46,netbanking,2025-06-16T18:23:21,0,False,ecommerce,False,False,0.0,True,127.69,False,22.98,0.0141,2,0.0167,2025-06-19T07:23:21,settled,gst_on_fee
TXN02181,synthetic,,order_synth_2181,13358.18,card,2025-06-16T18:36:06,0,False,ecommerce,False,False,0.0,True,301.36,False,54.24,0.0226,2,0.0266,2025-06-19T02:36:06,settled,gst_on_fee
TXN01247,synthetic,,order_synth_1247,16596.52,upi,2025-06-16T20:28:23,0,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-18T12:28:23,settled,taxable_sale
TXN01296,synthetic,,order_synth_1296,3162.29,upi,2025-06-16T21:10:02,0,False,food_delivery,False,False,0.0,True,13.7,False,2.47,0.0043,0,0.0051,2025-06-16T22:10:02,settled,gst_on_fee
TXN00172,synthetic,,order_synth_172,4831.41,card,2025-06-16T22:34:51,0,False,ecommerce,False,False,0.0,True,77.24,False,13.9,0.016,1,0.0189,2025-06-18T14:34:51,settled,gst_on_fee
TXN01333,synthetic,,order_synth_1333,15445.63,upi,2025-06-16T22:40:14,0,False,retail,False,False,0.0,True,56.04,False,10.09,0.0036,1,0.0043,2025-06-17T22:40:14,settled,gst_on_fee
TXN00084,synthetic,,order_synth_84,23709.35,upi,2025-06-16T23:06:44,0,False,food_delivery,False,False,0.0,True,3.52,False,0.63,0.0001,2,0.0002,2025-06-19T09:06:44,settled,gst_on_fee
TXN01684,synthetic,,order_synth_1684,10349.45,wallet,2025-06-16T23:30:07,0,False,ecommerce,False,True,6095.53,True,115.62,False,20.81,0.0112,2,0.6022,2025-06-19T00:30:07,refunded,refund_credit_note
TXN00444,synthetic,,order_synth_444,2360.54,wallet,2025-06-17T02:50:09,1,False,saas,False,False,0.0,True,31.46,False,5.66,0.0133,1,0.0157,2025-06-18T15:50:09,settled,gst_on_fee
TXN00054,synthetic,,order_synth_54,15994.84,netbanking,2025-06-17T03:03:27,1,False,saas,False,False,0.0,True,265.42,False,47.78,0.0166,1,0.0196,2025-06-18T03:03:27,settled,gst_on_fee
TXN00521,synthetic,,order_synth_521,24377.86,card,2025-06-17T03:05:31,1,False,saas,False,False,0.0,True,518.4,False,93.31,0.0213,2,0.0251,2025-06-19T07:05:31,settled,gst_on_fee
TXN00744,synthetic,,order_synth_744,12178.13,upi,2025-06-17T05:09:53,1,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-18T12:09:53,settled,taxable_sale
TXN00397,synthetic,,order_synth_397,2909.99,card,2025-06-17T05:24:27,1,False,ecommerce,False,True,1435.14,True,53.06,False,9.55,0.0182,2,0.5147,2025-06-19T22:24:27,refunded,refund_credit_note
TXN00509,synthetic,,order_synth_509,1206.34,upi,2025-06-17T05:29:19,1,False,travel,False,True,406.4,True,0.0,False,0.0,0.0,1,0.3369,2025-06-18T11:29:19,refunded,refund_credit_note
TXN01245,synthetic,,order_synth_1245,22495.99,upi,2025-06-17T07:53:24,1,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-18T10:53:24,settled,taxable_sale
TXN00504,synthetic,,order_synth_504,20731.88,upi,2025-06-17T07:54:15,1,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-20T03:54:15,settled,taxable_sale
TXN00239,synthetic,,order_synth_239,19102.01,card,2025-06-17T10:31:11,1,False,travel,False,False,0.0,True,425.43,False,76.58,0.0223,2,0.0263,2025-06-19T13:31:11,settled,gst_on_fee
TXN00946,synthetic,,order_synth_946,534.81,card,2025-06-17T11:10:53,1,False,ecommerce,False,False,0.0,True,10.78,False,1.94,0.0202,2,0.0238,2025-06-20T00:10:53,settled,gst_on_fee
TXN01298,synthetic,,order_synth_1298,1531.75,wallet,2025-06-17T11:15:42,1,False,retail,False,False,0.0,True,20.46,False,3.68,0.0134,0,0.0158,2025-06-17T15:15:42,settled,gst_on_fee
TXN01771,synthetic,,order_synth_1771,16366.69,upi,2025-06-17T12:04:45,1,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-19T02:04:45,settled,taxable_sale
TXN00721,synthetic,,order_synth_721,16337.38,netbanking,2025-06-17T12:13:11,1,False,food_delivery,False,False,0.0,True,300.48,False,54.09,0.0184,2,0.0217,2025-06-20T04:13:11,settled,gst_on_fee
TXN00633,synthetic,,order_synth_633,24561.17,card,2025-06-17T12:18:00,1,False,food_delivery,False,False,0.0,True,453.93,False,81.71,0.0185,1,0.0218,2025-06-18T18:18:00,settled,gst_on_fee
TXN02244,synthetic,,order_synth_2244,14740.72,wallet,2025-06-17T12:29:36,1,False,retail,False,False,0.0,True,248.08,False,44.65,0.0168,1,0.0199,2025-06-19T07:29:36,settled,gst_on_fee
TXN00929,synthetic,,order_synth_929,23153.97,card,2025-06-17T12:34:39,1,False,ecommerce,False,False,0.0,True,524.96,False,94.49,0.0227,2,0.0268,2025-06-19T21:34:39,settled,gst_on_fee
TXN01283,synthetic,,order_synth_1283,20789.46,card,2025-06-17T14:13:06,1,False,ecommerce,False,False,0.0,True,416.96,False,75.05,0.0201,2,0.0237,2025-06-20T04:13:06,settled,gst_on_fee
TXN01056,synthetic,,order_synth_1056,2651.31,upi,2025-06-17T16:15:39,1,False,travel,False,True,939.38,True,2.77,False,0.5,0.001,1,0.3555,2025-06-18T17:15:39,refunded,refund_credit_note
TXN01913,synthetic,,order_synth_1913,19331.77,netbanking,2025-06-17T17:41:21,1,False,saas,False,False,0.0,True,393.5,False,70.83,0.0204,1,0.024,2025-06-18T19:41:21,settled,gst_on_fee
TXN01800,synthetic,,order_synth_1800,14085.14,upi,2025-06-17T18:14:18,1,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-19T10:14:18,settled,taxable_sale
TXN00217,synthetic,,order_synth_217,20161.92,netbanking,2025-06-17T18:16:23,1,False,travel,False,False,0.0,True,427.02,True,76.86,0.0212,2,0.025,2025-06-20T09:16:23,settled,gst_on_fee
TXN01436,synthetic,,order_synth_1436,917.24,netbanking,2025-06-17T18:34:26,1,False,saas,False,False,0.0,True,15.5,False,2.79,0.0169,3,0.0199,2025-06-21T14:34:26,settled,gst_on_fee
TXN01505,synthetic,,order_synth_1505,13340.05,card,2025-06-17T18:45:01,1,False,retail,False,False,0.0,True,340.02,False,61.2,0.0255,2,0.0301,2025-06-20T10:45:01,settled,gst_on_fee
TXN01930,synthetic,,order_synth_1930,20536.56,upi,2025-06-17T18:47:44,1,False,ecommerce,False,False,0.0,True,71.01,False,12.78,0.0035,2,0.0041,2025-06-20T08:47:44,settled,gst_on_fee
TXN00584,synthetic,,order_synth_584,467.18,upi,2025-06-17T20:39:35,1,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,0,0.0,2025-06-18T10:39:35,settled,taxable_sale
TXN00018,synthetic,,order_synth_18,16844.84,netbanking,2025-06-17T21:52:40,1,False,ecommerce,False,False,0.0,True,296.67,False,53.4,0.0176,1,0.0208,2025-06-18T21:52:40,settled,gst_on_fee
TXN00017,synthetic,,order_synth_17,6815.26,card,2025-06-17T23:33:02,1,False,ecommerce,False,False,0.0,True,163.22,False,29.38,0.0239,1,0.0283,2025-06-19T02:33:02,settled,gst_on_fee
TXN00767,synthetic,,order_synth_767,11761.37,card,2025-06-17T23:39:12,1,False,food_delivery,False,False,0.0,True,228.71,False,41.17,0.0194,2,0.0229,2025-06-20T11:39:12,settled,gst_on_fee
TXN00108,synthetic,,order_synth_108,11148.74,netbanking,2025-06-17T23:42:14,1,False,ecommerce,False,True,5423.69,True,208.3,False,37.49,0.0187,3,0.5085,2025-06-21T07:42:14,refunded,refund_credit_note
TXN00083,synthetic,,order_synth_83,4040.29,netbanking,2025-06-18T00:36:45,2,False,retail,False,False,0.0,True,72.57,False,13.06,0.018,1,0.0212,2025-06-19T11:36:45,settled,gst_on_fee
TXN01955,synthetic,,order_synth_1955,21374.11,netbanking,2025-06-18T01:05:33,2,False,travel,False,False,0.0,True,315.47,False,56.78,0.0148,1,0.0174,2025-06-19T11:05:33,settled,gst_on_fee
TXN01008,synthetic,,order_synth_1008,16712.48,card,2025-06-18T02:08:09,2,False,travel,False,False,0.0,True,271.95,False,48.95,0.0163,2,0.0192,2025-06-20T22:08:09,settled,gst_on_fee
TXN00446,synthetic,,order_synth_446,10283.4,netbanking,2025-06-18T03:02:11,2,False,saas,False,False,0.0,True,163.29,False,29.39,0.0159,2,0.0187,2025-06-20T03:02:11,settled,gst_on_fee
TXN00955,synthetic,,order_synth_955,3186.76,card,2025-06-18T03:23:40,2,False,travel,False,False,0.0,True,63.39,False,11.41,0.0199,2,0.0235,2025-06-20T20:23:40,settled,gst_on_fee
TXN01043,synthetic,,order_synth_1043,5389.83,upi,2025-06-18T04:41:28,2,False,food_delivery,False,False,0.0,True,2.64,False,0.48,0.0005,2,0.0006,2025-06-20T21:41:28,settled,gst_on_fee
TXN01991,synthetic,,order_synth_1991,3415.24,card,2025-06-18T05:09:32,2,False,saas,False,False,0.0,True,54.75,False,9.86,0.016,3,0.0189,2025-06-21T16:09:32,settled,gst_on_fee
TXN00816,synthetic,,order_synth_816,20986.65,card,2025-06-18T06:31:00,2,False,saas,False,False,0.0,True,413.03,False,74.35,0.0197,2,0.0232,2025-06-20T22:31:00,settled,gst_on_fee
TXN00339,synthetic,,order_synth_339,12644.45,card,2025-06-18T07:31:45,2,False,ecommerce,False,False,0.0,True,232.89,False,41.92,0.0184,3,0.0217,2025-06-22T03:31:45,settled,gst_on_fee
TXN01427,synthetic,,order_synth_1427,13239.33,card,2025-06-18T10:04:13,2,False,food_delivery,False,False,0.0,True,272.72,False,49.09,0.0206,2,0.0243,2025-06-20T12:04:13,settled,gst_on_fee
TXN00334,synthetic,,order_synth_334,1519.93,netbanking,2025-06-18T10:50:30,2,False,retail,False,False,0.0,True,26.71,False,4.81,0.0176,2,0.0207,2025-06-21T03:50:30,settled,gst_on_fee
TXN01654,synthetic,,order_synth_1654,2353.15,card,2025-06-18T11:08:01,2,False,saas,False,False,0.0,True,53.14,False,9.57,0.0226,2,0.0266,2025-06-21T06:08:01,settled,gst_on_fee
TXN01875,synthetic,,order_synth_1875,6735.29,upi,2025-06-18T11:16:19,2,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-19T11:16:19,settled,taxable_sale
TXN01275,synthetic,,order_synth_1275,5521.94,card,2025-06-18T11:49:25,2,False,saas,False,False,0.0,True,104.48,False,18.81,0.0189,1,0.0223,2025-06-19T14:49:25,settled,gst_on_fee
TXN00457,synthetic,,order_synth_457,12080.62,upi,2025-06-18T12:09:17,2,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-19T18:09:17,settled,taxable_sale
TXN01944,synthetic,,order_synth_1944,13320.63,netbanking,2025-06-18T12:16:13,2,False,ecommerce,False,False,0.0,True,198.81,False,35.79,0.0149,3,0.0176,2025-06-21T20:16:13,settled,gst_on_fee
TXN01503,synthetic,,order_synth_1503,19688.97,upi,2025-06-18T12:43:07,2,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-19T15:43:07,settled,taxable_sale
TXN00155,synthetic,,order_synth_155,12054.78,upi,2025-06-18T13:00:43,2,False,saas,False,False,0.0,True,56.51,False,10.17,0.0047,1,0.0055,2025-06-19T13:00:43,settled,gst_on_fee
TXN00747,synthetic,,order_synth_747,16171.86,card,2025-06-18T15:06:32,2,False,food_delivery,False,False,0.0,True,350.33,False,63.06,0.0217,3,0.0256,2025-06-21T20:06:32,settled,gst_on_fee
TXN01506,synthetic,,order_synth_1506,24896.36,netbanking,2025-06-18T15:17:13,2,False,food_delivery,False,False,0.0,False,479.03,False,0.0,0.0192,3,0.0192,2025-06-21T23:17:13,settled,exempt
TXN02242,synthetic,,order_synth_2242,7835.7,card,2025-06-18T15:32:39,2,False,ecommerce,False,False,0.0,True,140.43,False,25.28,0.0179,3,0.0211,2025-06-22T10:32:39,settled,gst_on_fee
TXN01878,synthetic,,order_synth_1878,15918.01,card,2025-06-18T16:48:05,2,False,retail,False,True,15124.56,True,295.86,False,53.25,0.0186,1,0.9721,2025-06-20T00:48:05,refunded,refund_credit_note
TXN01116,synthetic,,order_synth_1116,4552.9,upi,2025-06-18T17:05:56,2,False,food_delivery,False,False,0.0,True,4.05,False,0.73,0.0009,0,0.001,2025-06-18T23:05:56,settled,gst_on_fee
TXN01645,synthetic,,order_synth_1645,1968.93,card,2025-06-18T18:31:45,2,False,travel,False,False,0.0,True,41.61,False,7.49,0.0211,2,0.0249,2025-06-20T20:31:45,settled,gst_on_fee
TXN00732,synthetic,,order_synth_732,13578.86,upi,2025-06-18T23:14:40,2,False,retail,False,False,0.0,True,3.68,False,0.66,0.0003,0,0.0003,2025-06-19T18:14:40,settled,gst_on_fee
TXN01465,synthetic,,order_synth_1465,1956.65,card,2025-06-18T23:48:43,2,False,ecommerce,False,False,0.0,True,40.11,False,7.22,0.0205,1,0.0242,2025-06-20T01:48:43,settled,gst_on_fee
TXN00440,synthetic,,order_synth_440,17939.01,upi,2025-06-18T23:57:52,2,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-20T15:57:52,settled,taxable_sale
TXN01625,synthetic,,order_synth_1625,8112.39,upi,2025-06-19T00:45:43,3,False,saas,False,True,5072.81,True,0.0,False,0.0,0.0,1,0.6253,2025-06-20T06:45:43,refunded,refund_credit_note
TXN01528,synthetic,,order_synth_1528,19190.24,card,2025-06-19T02:51:32,3,False,saas,False,False,0.0,True,333.47,False,60.02,0.0174,3,0.0205,2025-06-22T13:51:32,settled,gst_on_fee
TXN00268,synthetic,,order_synth_268,11546.79,upi,2025-06-19T06:56:54,3,False,saas,False,False,0.0,True,17.12,False,3.08,0.0015,1,0.0017,2025-06-20T07:56:54,settled,gst_on_fee
TXN02235,synthetic,,order_synth_2235,12773.74,upi,2025-06-19T07:05:02,3,False,retail,False,False,0.0,True,27.38,False,4.93,0.0021,0,0.0025,2025-06-19T16:05:02,settled,gst_on_fee
TXN00092,synthetic,,order_synth_92,19457.19,upi,2025-06-19T07:12:49,3,False,retail,False,False,0.0,True,8.73,False,1.57,0.0004,2,0.0005,2025-06-21T17:12:49,settled,gst_on_fee
TXN00735,synthetic,,order_synth_735,14538.88,card,2025-06-19T08:03:17,3,False,ecommerce,False,False,0.0,True,277.35,False,49.92,0.0191,2,0.0225,2025-06-21T17:03:17,settled,gst_on_fee
TXN00879,synthetic,,order_synth_879,11627.96,upi,2025-06-19T09:03:13,3,False,ecommerce,False,False,0.0,True,1.72,False,0.31,0.0001,1,0.0002,2025-06-21T05:03:13,settled,gst_on_fee
TXN01823,synthetic,,order_synth_1823,8242.75,card,2025-06-19T10:37:26,3,False,travel,False,False,0.0,True,187.56,False,33.76,0.0228,2,0.0269,2025-06-22T02:37:26,settled,gst_on_fee
TXN01903,synthetic,,order_synth_1903,13320.74,wallet,2025-06-19T11:34:00,3,False,retail,False,True,11458.59,True,138.74,False,24.97,0.0104,1,0.8725,2025-06-20T20:34:00,refunded,refund_credit_note
TXN01966,synthetic,,order_synth_1966,14751.83,card,2025-06-19T12:11:39,3,False,retail,False,False,0.0,True,301.76,False,54.32,0.0205,2,0.0241,2025-06-22T08:11:39,settled,gst_on_fee
TXN01258,synthetic,,order_synth_1258,1381.1,netbanking,2025-06-19T13:36:23,3,False,saas,False,False,0.0,True,23.84,False,4.29,0.0173,2,0.0204,2025-06-22T06:36:23,settled,gst_on_fee
TXN01653,synthetic,,order_synth_1653,19500.99,card,2025-06-19T14:20:32,3,False,retail,False,False,0.0,True,396.32,False,71.34,0.0203,3,0.024,2025-06-23T10:20:32,settled,gst_on_fee
TXN01449,synthetic,,order_synth_1449,18857.57,netbanking,2025-06-19T14:45:06,3,False,retail,False,False,0.0,True,407.07,False,73.27,0.0216,3,0.0255,2025-06-23T08:45:06,settled,gst_on_fee
TXN01362,synthetic,,order_synth_1362,18451.23,card,2025-06-19T15:08:57,3,False,travel,False,False,0.0,True,381.08,False,68.59,0.0207,3,0.0244,2025-06-23T04:08:57,settled,gst_on_fee
TXN00153,synthetic,,order_synth_153,4699.21,upi,2025-06-19T15:30:03,3,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-21T07:30:03,settled,taxable_sale
TXN02029,synthetic,,order_synth_2029,20344.44,wallet,2025-06-19T16:10:24,3,False,food_delivery,False,False,0.0,True,325.6,False,58.61,0.016,1,0.0189,2025-06-21T03:10:24,settled,gst_on_fee
TXN00975,synthetic,,order_synth_975,24599.06,upi,2025-06-19T16:17:08,3,False,saas,False,False,0.0,True,58.99,False,10.62,0.0024,1,0.0028,2025-06-20T20:17:08,settled,gst_on_fee
TXN01925,synthetic,,order_synth_1925,16767.41,netbanking,2025-06-19T17:33:55,3,False,ecommerce,False,False,0.0,True,299.53,False,53.92,0.0179,2,0.0211,2025-06-21T17:33:55,settled,gst_on_fee
TXN00385,synthetic,,order_synth_385,18827.86,card,2025-06-19T18:42:16,3,False,ecommerce,False,False,0.0,True,369.33,False,66.48,0.0196,1,0.0231,2025-06-21T07:42:16,settled,gst_on_fee
TXN00435,synthetic,,order_synth_435,21168.6,card,2025-06-19T19:50:24,3,False,travel,False,False,0.0,True,358.3,False,64.49,0.0169,2,0.02,2025-06-22T14:50:24,settled,gst_on_fee
TXN01349,synthetic,,order_synth_1349,6775.36,wallet,2025-06-19T20:04:29,3,False,travel,False,False,0.0,True,80.6,False,14.51,0.0119,2,0.014,2025-06-21T23:04:29,settled,gst_on_fee
TXN00818,synthetic,,order_synth_818,10412.28,card,2025-06-19T20:39:37,3,False,travel,False,False,0.0,True,186.33,False,33.54,0.0179,2,0.0211,2025-06-21T22:39:37,settled,gst_on_fee
TXN00294,synthetic,,order_synth_294,24158.14,upi,2025-06-19T21:05:14,3,False,retail,False,False,0.0,False,60.23,False,0.0,0.0025,0,0.0025,2025-06-20T04:05:14,settled,exempt
TXN01764,synthetic,,order_synth_1764,12747.66,card,2025-06-19T21:25:47,3,False,retail,False,False,0.0,True,236.6,False,42.59,0.0186,2,0.0219,2025-06-22T11:25:47,settled,gst_on_fee
TXN00267,synthetic,,order_synth_267,24134.48,card,2025-06-19T21:30:53,3,False,food_delivery,False,False,0.0,True,553.96,False,99.71,0.023,2,0.0271,2025-06-22T06:30:53,settled,gst_on_fee
TXN01366,synthetic,,order_synth_1366,21960.21,card,2025-06-19T21:39:05,3,False,travel,False,False,0.0,True,401.42,False,72.26,0.0183,3,0.0216,2025-06-23T05:39:05,settled,gst_on_fee
TXN00475,synthetic,,order_synth_475,18512.97,upi,2025-06-19T21:41:25,3,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-21T22:41:25,settled,taxable_sale
TXN01658,synthetic,,order_synth_1658,4050.04,upi,2025-06-19T21:56:52,3,False,travel,False,False,0.0,True,11.12,False,2.0,0.0027,1,0.0032,2025-06-20T23:56:52,settled,gst_on_fee
TXN00626,synthetic,,order_synth_626,5852.17,upi,2025-06-19T23:48:01,3,False,food_delivery,False,False,0.0,True,16.22,False,2.92,0.0028,1,0.0033,2025-06-20T23:48:01,settled,gst_on_fee
TXN01215,synthetic,,order_synth_1215,9204.59,upi,2025-06-20T00:09:14,4,False,travel,False,False,0.0,True,0.0,True,0.0,0.0,1,0.0,2025-06-21T07:09:14,settled,taxable_sale
TXN00557,synthetic,,order_synth_557,18502.57,netbanking,2025-06-20T03:43:22,4,False,saas,False,False,0.0,True,355.98,False,64.08,0.0192,2,0.0227,2025-06-22T19:43:22,settled,gst_on_fee
TXN00448,synthetic,,order_synth_448,15745.12,wallet,2025-06-20T06:14:16,4,False,ecommerce,False,False,0.0,True,207.18,False,37.29,0.0132,1,0.0155,2025-06-21T17:14:16,settled,gst_on_fee
TXN01051,synthetic,,order_synth_1051,17367.8,card,2025-06-20T06:39:48,4,False,food_delivery,False,False,0.0,False,395.79,False,0.0,0.0228,2,0.0228,2025-06-22T08:39:48,settled,exempt
TXN01371,synthetic,,order_synth_1371,10212.48,upi,2025-06-20T06:48:37,4,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-21T14:48:37,settled,taxable_sale
TXN01157,synthetic,,order_synth_1157,17057.46,card,2025-06-20T10:45:38,4,False,ecommerce,False,False,0.0,True,371.52,False,66.87,0.0218,2,0.0257,2025-06-22T15:45:38,settled,gst_on_fee
TXN00270,synthetic,,order_synth_270,17477.6,card,2025-06-20T11:33:55,4,False,ecommerce,False,False,0.0,True,377.72,False,67.99,0.0216,2,0.0255,2025-06-23T06:33:55,settled,gst_on_fee
TXN01375,synthetic,,order_synth_1375,13793.57,card,2025-06-20T13:56:54,4,False,food_delivery,False,False,0.0,True,271.06,False,48.79,0.0197,2,0.0232,2025-06-22T19:56:54,settled,gst_on_fee
TXN01364,synthetic,,order_synth_1364,2458.75,card,2025-06-20T14:07:15,4,False,travel,False,False,0.0,True,56.11,False,10.1,0.0228,3,0.0269,2025-06-24T03:07:15,settled,gst_on_fee
TXN01457,synthetic,,order_synth_1457,13097.15,upi,2025-06-20T14:45:42,4,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,0,0.0,2025-06-21T08:45:42,settled,taxable_sale
TXN00658,synthetic,,order_synth_658,24040.77,card,2025-06-20T15:26:56,4,False,ecommerce,False,False,0.0,True,505.64,False,91.02,0.021,1,0.0248,2025-06-21T21:26:56,settled,gst_on_fee
TXN00531,synthetic,,order_synth_531,24516.34,upi,2025-06-20T16:12:53,4,False,travel,False,False,0.0,True,69.0,False,12.42,0.0028,1,0.0033,2025-06-22T08:12:53,settled,gst_on_fee
TXN02098,synthetic,,order_synth_2098,19825.84,card,2025-06-20T17:18:25,4,False,travel,False,False,0.0,True,469.48,False,84.51,0.0237,2,0.0279,2025-06-23T01:18:25,settled,gst_on_fee
